timestamp,code,side,quantity,exec_price,slippage_pct,rejected,reject_reason
2026-02-27 23:07:11,207940,BUY,54,36462.57831959832,0.0010,False,
2026-02-27 23:07:11,005930,BUY,19,83826.20384657395,0.0010,False,
2026-02-27 23:07:11,051910,BUY,9,55854.38141870842,0.0010,False,
2026-02-27 23:29:04,207940,BUY,54,36462.58,0.001032,40731,34271,2.0,53.75,False,
2026-02-27 23:29:04,005930,BUY,19,83826.2,0.001017,84868,82989,1.5,22.5,False,
2026-02-27 23:29:04,051910,BUY,9,55854.38,0.001010,59323,53447,1.5,7.5,False,
2026-02-27 23:32:54,207940,BUY,54,36462.58,0.001032,40731,34271,2.0,53.75,False,
2026-02-27 23:32:54,005930,BUY,19,83826.2,0.001017,84868,82989,1.5,22.5,False,
2026-02-27 23:32:54,051910,BUY,9,55854.38,0.001010,59323,53447,1.5,7.5,False,
2026-02-27 23:48:43,207940,BUY,0,0,0.000000,0,0,0,0,True,"유동성 부족 (5일 평균 거래대금 3,106,084,118원)"
2026-02-27 23:48:43,005930,BUY,0,0,0.000000,0,0,0,0,True,"유동성 부족 (5일 평균 거래대금 4,554,084,786원)"
2026-02-27 23:48:43,051910,BUY,0,0,0.000000,0,0,0,0,True,"유동성 부족 (5일 평균 거래대금 2,401,427,211원)"
2026-02-27 23:57:50,207940,BUY,0,0,0.000000,0,0,0,0,True,"유동성 부족 (5일 평균 거래대금 3,106,084,118원)"
2026-02-27 23:57:50,005930,BUY,0,0,0.000000,0,0,0,0,True,"유동성 부족 (5일 평균 거래대금 4,554,084,786원)"
2026-02-27 23:57:50,051910,BUY,0,0,0.000000,0,0,0,0,True,"유동성 부족 (5일 평균 거래대금 2,401,427,211원)"
2026-02-28 00:08:02,207940,BUY,54,36462.58,0.001032,0,0,0,0,False,
2026-02-28 00:08:02,005930,BUY,19,83826.2,0.001017,0,0,0,0,False,
2026-02-28 00:08:02,051910,BUY,9,55854.38,0.001010,0,0,0,0,False,
2026-02-28 12:08:05,207940,BUY,54,36462.58,0.001032,0,0,0,0,False,
2026-02-28 12:08:05,005930,BUY,19,83826.2,0.001017,0,0,0,0,False,
2026-02-28 12:08:05,051910,BUY,9,55854.38,0.001010,0,0,0,0,False,
2026-02-28 12:27:43,207940,BUY,54,36462.58,0.001032,40731,34271,2.0,53.75,False,
2026-02-28 12:27:43,005930,BUY,19,83826.2,0.001017,84868,82989,1.5,22.5,False,
2026-02-28 12:27:43,051910,BUY,9,55854.38,0.001010,59323,53447,1.5,7.5,False,
2026-02-28 12:37:30,207940,BUY,54,36462.58,0.001032,40731,34271,2.0,53.75,False,
2026-02-28 12:37:30,005930,BUY,19,83826.2,0.001017,84868,82989,1.5,22.5,False,
2026-02-28 12:37:30,051910,BUY,9,55854.38,0.001010,59323,53447,1.5,7.5,False,
2026-02-28 12:49:34,207940,BUY,54,36462.58,0.001032,40731,34271,2.0,53.75,False,
2026-02-28 12:49:34,005930,BUY,19,83826.2,0.001017,84868,82989,1.5,22.5,False,
2026-02-28 12:49:34,051910,BUY,9,55854.38,0.001010,59323,53447,1.5,7.5,False,
2026-02-28 13:29:42,207940,BUY,54,36462.58,0.001032,40731,34271,2.0,53.75,False,
2026-02-28 13:29:42,005930,BUY,19,83826.2,0.001017,84868,82989,1.5,22.5,False,
2026-02-28 13:29:42,051910,BUY,9,55854.38,0.001010,59323,53447,1.5,7.5,False,
2026-02-28 13:50:58,207940,BUY,54,36462.58,0.001032,40731,34271,2.0,53.75,False,
2026-02-28 13:50:58,005930,BUY,19,83826.2,0.001017,84868,82989,1.5,22.5,False,
2026-02-28 13:50:58,051910,BUY,9,55854.38,0.001010,59323,53447,1.5,7.5,False,
2026-02-28 14:02:40,207940,BUY,54,36462.58,0.001032,40731,34271,2.0,53.75,False,
2026-02-28 14:02:40,005930,BUY,19,83826.2,0.001017,84868,82989,1.5,22.5,False,
2026-02-28 14:02:40,051910,BUY,9,55854.38,0.001010,59323,53447,1.5,7.5,False,
2026-03-02 20:14:30,005930,BUY,79,62824.24,0.001056,75440,56416,2.0,73.75,False,
2026-03-02 20:14:30,207940,BUY,0,0,0.000000,112402,80750,2.0,61.25,True,"유동성 부족 (5일 평균 거래대금 912,060,958원)"
2026-03-02 20:14:30,051910,BUY,52,94754.16,0.001058,101897,91032,2.0,50.0,False,
