date,equity,cash,n_positions,daily_pnl_pct,monthly_dd_pct,risk_mode,rebalance_executed,price_fail_count,reconcile_corrections,monitor_only,kospi_close,kosdaq_close,regime,kospi_ma200,breadth
2026-04-07,4987154.00,1171694.00,17,0.0055,-0.0073,NORMAL,N,0,1,N,,,,,
2026-04-07,4983724.00,1171694.00,17,0.0048,-0.0080,NORMAL,N,0,1,N,,,,,
2026-04-07,4983834.00,1171694.00,17,0.0048,-0.0080,NORMAL,N,0,1,N,,,,,
2026-04-07,4981924.00,1171694.00,17,0.0044,-0.0084,NORMAL,N,0,1,N,,,,,
2026-04-07,4971884.00,1171694.00,17,0.0024,-0.0104,NORMAL,N,0,1,N,,,,,
2026-04-07,4981474.00,1171694.00,17,0.0043,-0.0084,NORMAL,N,0,1,N,,,,,
2026-04-07,4964844.00,1171694.00,17,0.0010,-0.0118,NORMAL,N,0,1,N,,,,,
2026-04-07,4957574.00,1171694.00,17,-0.0005,-0.0132,NORMAL,N,0,1,N,,,,,
2026-04-07,4948694.00,1171694.00,17,-0.0023,-0.0150,NORMAL,N,0,1,N,,,,,
2026-04-07,4942214.00,1171694.00,17,-0.0036,-0.0163,NORMAL,N,0,1,N,,,,,
2026-04-07,4944404.00,1171694.00,17,-0.0032,-0.0158,NORMAL,N,0,1,N,,,,,
2026-04-07,4942994.00,1171694.00,17,-0.0034,-0.0161,NORMAL,N,0,1,N,,,,,
2026-04-07,4939544.00,1171694.00,17,-0.0041,-0.0168,NORMAL,N,0,1,N,,,,,
2026-04-07,4944354.00,1171694.00,17,-0.0032,-0.0158,NORMAL,N,0,1,N,,,,,
2026-04-07,4948824.00,1171694.00,17,-0.0023,-0.0149,NORMAL,N,0,1,N,,,,,
2026-04-07,4950794.00,1171694.00,17,-0.0019,-0.0146,NORMAL,N,0,1,N,,,,,
2026-04-07,4942074.00,1171694.00,17,-0.0036,-0.0163,NORMAL,N,0,1,N,,,,,
2026-04-07,4951304.00,1171694.00,17,-0.0018,-0.0145,NORMAL,N,0,1,N,,,,,
2026-04-07,4948519.00,1171694.00,17,-0.0023,-0.0150,NORMAL,N,0,1,N,,,,,
2026-04-07,4945344.00,1171694.00,17,-0.0030,-0.0156,NORMAL,N,0,1,N,,,,,
2026-04-07,4948214.00,1171694.00,17,-0.0024,-0.0151,NORMAL,N,0,1,N,,,,,
2026-04-07,4945744.00,1171694.00,17,-0.0029,-0.0156,NORMAL,N,0,1,N,,,,,
2026-04-07,4950694.00,1171694.00,17,-0.0019,-0.0146,NORMAL,N,0,1,N,,,,,
2026-04-07,4949014.00,1171694.00,17,-0.0022,-0.0149,NORMAL,N,0,1,N,,,,,
2026-04-07,4950294.00,1171694.00,17,-0.0020,-0.0147,NORMAL,N,0,1,N,,,,,
2026-04-07,4957564.00,1171694.00,17,-0.0005,-0.0132,NORMAL,N,0,1,N,,,,,
2026-04-07,4958684.00,1171694.00,17,-0.0003,-0.0130,NORMAL,N,0,1,N,,,,,
2026-04-07,4951494.00,1171694.00,17,-0.0017,-0.0144,NORMAL,N,0,1,N,,,,,
2026-04-07,4952744.00,1171694.00,17,-0.0015,-0.0142,NORMAL,N,0,1,N,,,,,
2026-04-07,4950094.00,1171694.00,17,-0.0020,-0.0147,NORMAL,N,0,1,N,,,,,
2026-04-07,4944574.00,1171694.00,17,-0.0031,-0.0158,NORMAL,N,0,1,N,,,,,
2026-04-07,4946514.00,1171694.00,17,-0.0027,-0.0154,NORMAL,N,0,1,N,,,,,
2026-04-07,4943364.00,1171694.00,17,-0.0034,-0.0160,NORMAL,N,0,1,N,,,,,
2026-04-07,4937034.00,1171694.00,17,-0.0046,-0.0173,NORMAL,N,0,1,N,,,,,
2026-04-07,4931194.00,1171694.00,17,-0.0058,-0.0185,NORMAL,N,0,1,N,,,,,
2026-04-07,4930254.00,1171694.00,17,-0.0060,-0.0186,NORMAL,N,0,1,N,,,,,
2026-04-07,4939036.00,1171836.00,17,-0.0042,-0.0169,NORMAL,N,0,1,N,,,,,
2026-04-07,4937263.00,1171833.00,17,-0.0046,-0.0172,NORMAL,N,0,1,N,,,,,
2026-04-07,4933860.00,1171850.00,17,-0.0053,-0.0179,NORMAL,N,0,1,N,,,,,
2026-04-07,4930850.00,1171850.00,17,-0.0059,-0.0185,NORMAL,N,0,1,N,,,,,
2026-04-07,4927090.00,1171850.00,17,-0.0067,-0.0193,NORMAL,N,0,1,N,,,,,
2026-04-07,4931970.00,1171850.00,17,-0.0057,-0.0183,NORMAL,N,0,1,N,,,,,
2026-04-07,4932020.00,1171850.00,17,-0.0057,-0.0183,NORMAL,N,0,1,N,,,,,
2026-04-07,4931520.00,1171850.00,17,-0.0058,-0.0184,NORMAL,N,0,1,N,,,,,
2026-04-07,4939480.00,1171850.00,17,-0.0042,-0.0168,NORMAL,N,0,1,N,,,,,
2026-04-07,4942640.00,1171850.00,17,-0.0035,-0.0162,NORMAL,N,0,1,N,,,,,
2026-04-07,4941390.00,1171850.00,17,-0.0038,-0.0164,NORMAL,N,0,1,N,,,,,
2026-04-07,4942700.00,1171850.00,17,-0.0035,-0.0162,NORMAL,N,0,1,N,,,,,
2026-04-07,4938260.00,1171850.00,17,-0.0044,-0.0171,NORMAL,N,0,1,N,,,,,
2026-04-07,4941950.00,1171850.00,17,-0.0037,-0.0163,NORMAL,N,0,1,N,,,,,
2026-04-07,4942600.00,1171850.00,17,-0.0035,-0.0162,NORMAL,N,0,1,N,5490.67,1036.46,SIDE,4073.80,0.5000
2026-04-08,5128692.00,1171832.00,17,0.0377,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5091952.00,1171832.00,17,0.0302,-0.0072,NORMAL,N,0,1,N,,,,,
2026-04-08,5124222.00,1171832.00,17,0.0367,-0.0009,NORMAL,N,0,1,N,,,,,
2026-04-08,5118372.00,1171832.00,17,0.0356,-0.0020,NORMAL,N,0,1,N,,,,,
2026-04-08,5117222.00,1171832.00,17,0.0353,-0.0022,NORMAL,N,0,1,N,,,,,
2026-04-08,5121942.00,1171832.00,17,0.0363,-0.0013,NORMAL,N,0,1,N,,,,,
2026-04-08,5116312.00,1171832.00,17,0.0351,-0.0024,NORMAL,N,0,1,N,,,,,
2026-04-08,5106902.00,1171832.00,17,0.0332,-0.0042,NORMAL,N,0,1,N,,,,,
2026-04-08,5101402.00,1171832.00,17,0.0321,-0.0053,NORMAL,N,0,1,N,,,,,
2026-04-08,5113512.00,1171832.00,17,0.0346,-0.0030,NORMAL,N,0,1,N,,,,,
2026-04-08,5111922.00,1171832.00,17,0.0343,-0.0033,NORMAL,N,0,1,N,,,,,
2026-04-08,5099802.00,1171832.00,17,0.0318,-0.0056,NORMAL,N,0,1,N,,,,,
2026-04-08,5093632.00,1171832.00,17,0.0306,-0.0068,NORMAL,N,0,1,N,,,,,
2026-04-08,5106232.00,1171832.00,17,0.0331,-0.0044,NORMAL,N,0,1,N,,,,,
2026-04-08,5104512.00,1171832.00,17,0.0328,-0.0047,NORMAL,N,0,1,N,,,,,
2026-04-08,5107982.00,1171832.00,17,0.0335,-0.0040,NORMAL,N,0,1,N,,,,,
2026-04-08,5114352.00,1171832.00,17,0.0347,-0.0028,NORMAL,N,0,1,N,,,,,
2026-04-08,5117942.00,1171832.00,17,0.0355,-0.0021,NORMAL,N,0,1,N,,,,,
2026-04-08,5121442.00,1171832.00,17,0.0362,-0.0014,NORMAL,N,0,1,N,,,,,
2026-04-08,5125092.00,1171832.00,17,0.0369,-0.0007,NORMAL,N,0,1,N,,,,,
2026-04-08,5125722.00,1171832.00,17,0.0370,-0.0006,NORMAL,N,0,1,N,,,,,
2026-04-08,5125382.00,1171832.00,17,0.0370,-0.0006,NORMAL,N,0,1,N,,,,,
2026-04-08,5125642.00,1171832.00,17,0.0370,-0.0006,NORMAL,N,0,1,N,,,,,
2026-04-08,5133282.00,1171832.00,17,0.0386,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5142512.00,1171832.00,17,0.0404,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5138192.00,1171832.00,17,0.0396,-0.0008,NORMAL,N,0,1,N,,,,,
2026-04-08,5141342.00,1171832.00,17,0.0402,-0.0002,NORMAL,N,0,1,N,,,,,
2026-04-08,5143822.00,1171832.00,17,0.0407,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5151457.00,1171832.00,17,0.0423,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5154802.00,1171832.00,17,0.0429,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5156322.00,1171832.00,17,0.0432,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5156622.00,1171832.00,17,0.0433,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5150682.00,1171832.00,17,0.0421,-0.0012,NORMAL,N,0,1,N,,,,,
2026-04-08,5153012.00,1171832.00,17,0.0426,-0.0007,NORMAL,N,0,1,N,,,,,
2026-04-08,5156142.00,1171832.00,17,0.0432,-0.0001,NORMAL,N,0,1,N,,,,,
2026-04-08,5160482.00,1171832.00,17,0.0441,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5164942.00,1171832.00,17,0.0450,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5163972.00,1171832.00,17,0.0448,-0.0002,NORMAL,N,0,1,N,,,,,
2026-04-08,5167582.00,1171832.00,17,0.0455,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5170782.00,1171832.00,17,0.0462,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5165992.00,1171832.00,17,0.0452,-0.0009,NORMAL,N,0,1,N,,,,,
2026-04-08,5166537.00,1171832.00,17,0.0453,-0.0008,NORMAL,N,0,1,N,,,,,
2026-04-08,5171652.00,1171832.00,17,0.0463,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5162422.00,1171832.00,17,0.0445,-0.0018,NORMAL,N,0,1,N,,,,,
2026-04-08,5163642.00,1171832.00,17,0.0447,-0.0015,NORMAL,N,0,1,N,,,,,
2026-04-08,5165352.00,1171832.00,17,0.0451,-0.0012,NORMAL,N,0,1,N,,,,,
2026-04-08,5166002.00,1171832.00,17,0.0452,-0.0011,NORMAL,N,0,1,N,,,,,
2026-04-08,5166432.00,1171832.00,17,0.0453,-0.0010,NORMAL,N,0,1,N,,,,,
2026-04-08,5164582.00,1171832.00,17,0.0449,-0.0014,NORMAL,N,0,1,N,,,,,
2026-04-08,5164952.00,1171832.00,17,0.0450,-0.0013,NORMAL,N,0,1,N,,,,,
2026-04-08,5167492.00,1171832.00,17,0.0455,-0.0008,NORMAL,N,0,1,N,,,,,
2026-04-08,5165592.00,1171832.00,17,0.0451,-0.0012,NORMAL,N,0,1,N,,,,,
2026-04-08,5164782.00,1171832.00,17,0.0450,-0.0013,NORMAL,N,0,1,N,,,,,
2026-04-08,5164132.00,1171832.00,17,0.0448,-0.0015,NORMAL,N,0,1,N,,,,,
2026-04-08,5162492.00,1171832.00,17,0.0445,-0.0018,NORMAL,N,0,1,N,,,,,
2026-04-08,5165182.00,1171832.00,17,0.0450,-0.0013,NORMAL,N,0,1,N,,,,,
2026-04-08,5163432.00,1171832.00,17,0.0447,-0.0016,NORMAL,N,0,1,N,,,,,
2026-04-08,5166952.00,1171832.00,17,0.0454,-0.0009,NORMAL,N,0,1,N,,,,,
2026-04-08,5171612.00,1171832.00,17,0.0463,-0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5179097.00,1171832.00,17,0.0478,0.0000,NORMAL,N,0,1,N,,,,,
2026-04-08,5174372.00,1171832.00,17,0.0469,-0.0009,NORMAL,N,0,1,N,,,,,
2026-04-08,5171922.00,1171832.00,17,0.0464,-0.0014,NORMAL,N,0,1,N,,,,,
2026-04-08,5173472.00,1171832.00,17,0.0467,-0.0011,NORMAL,N,0,1,N,,,,,
2026-04-08,5172232.00,1171832.00,17,0.0465,-0.0013,NORMAL,N,0,1,N,,,,,
2026-04-08,5164912.00,1171832.00,17,0.0450,-0.0027,NORMAL,N,0,1,N,,,,,
2026-04-08,5174742.00,1171832.00,17,0.0470,-0.0008,NORMAL,N,0,1,N,,,,,
2026-04-08,5164532.00,1171832.00,17,0.0449,-0.0028,NORMAL,N,0,1,N,,,,,
2026-04-08,5154922.00,1171832.00,17,0.0430,-0.0047,NORMAL,N,0,1,N,,,,,
2026-04-08,5155352.00,1171832.00,17,0.0430,-0.0046,NORMAL,N,0,1,N,,,,,
2026-04-08,5156562.00,1171832.00,17,0.0433,-0.0044,NORMAL,N,0,1,N,,,,,
2026-04-08,5162552.00,1171832.00,17,0.0445,-0.0032,NORMAL,N,0,1,N,,,,,
2026-04-08,5168322.00,1171832.00,17,0.0457,-0.0021,NORMAL,N,0,1,N,,,,,
2026-04-08,5163032.00,1171832.00,17,0.0446,-0.0031,NORMAL,N,0,1,N,,,,,
2026-04-08,5169512.00,1171832.00,17,0.0459,-0.0019,NORMAL,N,0,1,N,,,,,
2026-04-08,5159912.00,1171832.00,17,0.0440,-0.0037,NORMAL,N,0,1,N,,,,,
2026-04-08,5158692.00,1171832.00,17,0.0437,-0.0039,NORMAL,N,0,1,N,5880.29,1090.04,SIDE,4086.65,0.5000
2026-04-09,5142481.00,1171741.00,17,-0.0031,-0.0071,NORMAL,N,0,1,N,,,,,
2026-04-09,5121981.00,1171741.00,17,-0.0071,-0.0110,NORMAL,N,0,1,N,,,,,
2026-04-09,5143581.00,1171741.00,17,-0.0029,-0.0069,NORMAL,N,0,1,N,,,,,
2026-04-09,5156141.00,1171741.00,17,-0.0005,-0.0044,NORMAL,N,0,1,N,,,,,
2026-04-09,5151841.00,1171741.00,17,-0.0013,-0.0053,NORMAL,N,0,1,N,,,,,
2026-04-09,5156241.00,1171741.00,17,-0.0005,-0.0044,NORMAL,N,0,1,N,,,,,
2026-04-09,5136521.00,1171741.00,17,-0.0043,-0.0082,NORMAL,N,0,1,N,,,,,
2026-04-09,5143951.00,1171741.00,17,-0.0029,-0.0068,NORMAL,N,0,1,N,,,,,
2026-04-09,5133041.00,1171741.00,17,-0.0050,-0.0089,NORMAL,N,0,1,N,,,,,
2026-04-09,5136701.00,1171741.00,17,-0.0043,-0.0082,NORMAL,N,0,1,N,,,,,
2026-04-09,5129851.00,1171741.00,17,-0.0056,-0.0095,NORMAL,N,0,1,N,,,,,
2026-04-09,5132061.00,1171741.00,17,-0.0052,-0.0091,NORMAL,N,0,1,N,,,,,
2026-04-09,5124371.00,1171741.00,17,-0.0067,-0.0106,NORMAL,N,0,1,N,,,,,
2026-04-09,5118341.00,1171741.00,17,-0.0078,-0.0117,NORMAL,N,0,1,N,,,,,
2026-04-09,5111161.00,1171741.00,17,-0.0092,-0.0131,NORMAL,N,0,1,N,,,,,
2026-04-09,5113911.00,1171741.00,17,-0.0087,-0.0126,NORMAL,N,0,1,N,,,,,
2026-04-09,5113511.00,1171741.00,17,-0.0088,-0.0127,NORMAL,N,0,1,N,,,,,
2026-04-09,5118771.00,1171741.00,17,-0.0077,-0.0116,NORMAL,N,0,1,N,,,,,
2026-04-09,5130011.00,1171741.00,17,-0.0056,-0.0095,NORMAL,N,0,1,N,,,,,
2026-04-09,5123481.00,1171741.00,17,-0.0068,-0.0107,NORMAL,N,0,1,N,,,,,
2026-04-09,5127981.00,1171741.00,17,-0.0060,-0.0099,NORMAL,N,0,1,N,,,,,
2026-04-09,5133721.00,1171741.00,17,-0.0048,-0.0088,NORMAL,N,0,1,N,,,,,
2026-04-09,5136051.00,1171741.00,17,-0.0044,-0.0083,NORMAL,N,0,1,N,,,,,
2026-04-09,5137611.00,1171741.00,17,-0.0041,-0.0080,NORMAL,N,0,1,N,,,,,
2026-04-09,5129321.00,1171741.00,17,-0.0057,-0.0096,NORMAL,N,0,1,N,,,,,
2026-04-09,5126011.00,1171741.00,17,-0.0063,-0.0103,NORMAL,N,0,1,N,,,,,
2026-04-09,5126151.00,1171741.00,17,-0.0063,-0.0102,NORMAL,N,0,1,N,,,,,
2026-04-09,5125591.00,1171741.00,17,-0.0064,-0.0103,NORMAL,N,0,1,N,,,,,
2026-04-09,5121051.00,1171741.00,17,-0.0073,-0.0112,NORMAL,N,0,1,N,,,,,
2026-04-09,5121001.00,1171741.00,17,-0.0073,-0.0112,NORMAL,N,0,1,N,,,,,
2026-04-09,5122821.00,1171741.00,17,-0.0070,-0.0109,NORMAL,N,0,1,N,,,,,
2026-04-09,5119301.00,1171741.00,17,-0.0076,-0.0115,NORMAL,N,0,1,N,,,,,
2026-04-09,5122231.00,1171741.00,17,-0.0071,-0.0110,NORMAL,N,0,1,N,,,,,
2026-04-09,5124161.00,1171741.00,17,-0.0067,-0.0106,NORMAL,N,0,1,N,,,,,
2026-04-09,5123261.00,1171741.00,17,-0.0069,-0.0108,NORMAL,N,0,1,N,,,,,
2026-04-09,5117551.00,1171741.00,17,-0.0080,-0.0119,NORMAL,N,0,1,N,,,,,
2026-04-09,5120281.00,1171741.00,17,-0.0074,-0.0114,NORMAL,N,0,1,N,,,,,
2026-04-09,5117131.00,1171741.00,17,-0.0081,-0.0120,NORMAL,N,0,1,N,,,,,
2026-04-09,5115641.00,1171741.00,17,-0.0083,-0.0123,NORMAL,N,0,1,N,,,,,
2026-04-09,5113461.00,1171741.00,17,-0.0088,-0.0127,NORMAL,N,0,1,N,,,,,
2026-04-09,5118901.00,1171741.00,17,-0.0077,-0.0116,NORMAL,N,0,1,N,,,,,
2026-04-09,5121041.00,1171741.00,17,-0.0073,-0.0112,NORMAL,N,0,1,N,,,,,
2026-04-09,5122226.00,1171741.00,17,-0.0071,-0.0110,NORMAL,N,0,1,N,,,,,
2026-04-09,5120761.00,1171741.00,17,-0.0074,-0.0113,NORMAL,N,0,1,N,,,,,
2026-04-09,5120191.00,1171741.00,17,-0.0075,-0.0114,NORMAL,N,0,1,N,,,,,
